caseId,model,modelVersion,promptVersion,attemptNumber,verdict,verdictReason,parseable,complexityBefore,complexityAfter,delta,baselineDelta,matchesBaseline,executionTimestamp,responseTimeMs,validationErrors,observations
PILOT_VALID_NULL_CHECK,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.063946400Z,0,,
PILOT_VALID_NULL_CHECK,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.063946400Z,0,,
PILOT_VALID_NULL_CHECK,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.064946700Z,0,,
PILOT_VALID_SIMPLE,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.064946700Z,0,,
PILOT_VALID_SIMPLE,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.065947100Z,0,,
PILOT_VALID_SIMPLE,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.066559200Z,0,,
ANT_ANT_CLASS_LOADER_INITIALIZE_CLASS,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,7,4,-3,-3,true,2026-06-12T06:44:24.067117400Z,0,,
ANT_ANT_CLASS_LOADER_INITIALIZE_CLASS,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,7,4,-3,-3,true,2026-06-12T06:44:24.068153700Z,0,,
ANT_ANT_CLASS_LOADER_INITIALIZE_CLASS,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,7,4,-3,-3,true,2026-06-12T06:44:24.070863200Z,0,,
ANT_AVAILABLE_EVAL,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,18,17,-1,-1,true,2026-06-12T06:44:24.071760200Z,0,,
ANT_AVAILABLE_EVAL,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,18,17,-1,-1,true,2026-06-12T06:44:24.071760200Z,0,,
ANT_AVAILABLE_EVAL,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,18,17,-1,-1,true,2026-06-12T06:44:24.077605700Z,0,,
ANT_CONCAT_FILTER_READ,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,11,11,0,-2,false,2026-06-12T06:44:24.079605600Z,0,Rechazo incorrecto: caso elegible según baseline,
ANT_CONCAT_FILTER_READ,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,11,11,0,-2,false,2026-06-12T06:44:24.079605600Z,0,Rechazo incorrecto: caso elegible según baseline,
ANT_CONCAT_FILTER_READ,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,11,11,0,-2,false,2026-06-12T06:44:24.079605600Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_ANT_EXECUTE_TASK,gpt-4o,gpt-4o,v1.0,1,SUCCESS,Rechazo correcto: caso inelegible según baseline,false,3,3,0,0,true,2026-06-12T06:44:24.079605600Z,0,,
REAL_ANT_EXECUTE_TASK,gpt-4o,gpt-4o,v1.0,2,SUCCESS,Rechazo correcto: caso inelegible según baseline,false,3,3,0,0,true,2026-06-12T06:44:24.079605600Z,0,,
REAL_ANT_EXECUTE_TASK,gpt-4o,gpt-4o,v1.0,3,SUCCESS,Rechazo correcto: caso inelegible según baseline,false,3,3,0,0,true,2026-06-12T06:44:24.079605600Z,0,,
ANT_HEAD_FILTER_HEAD_FILTER,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,6,4,-2,-2,true,2026-06-12T06:44:24.079605600Z,0,,
ANT_HEAD_FILTER_HEAD_FILTER,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,6,4,-2,-2,true,2026-06-12T06:44:24.080605Z,0,,
ANT_HEAD_FILTER_HEAD_FILTER,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,6,4,-2,-2,true,2026-06-12T06:44:24.081604600Z,0,,
ANT_J_UNIT_TASK_CREATE_CLASS_LOADER,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,19,19,0,-5,false,2026-06-12T06:44:24.082109400Z,0,Rechazo incorrecto: caso elegible según baseline,
ANT_J_UNIT_TASK_CREATE_CLASS_LOADER,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,19,19,0,-5,false,2026-06-12T06:44:24.082109400Z,0,Rechazo incorrecto: caso elegible según baseline,
ANT_J_UNIT_TASK_CREATE_CLASS_LOADER,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,19,19,0,-5,false,2026-06-12T06:44:24.082109400Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_ANT_MATCH_PATH,gpt-4o,gpt-4o,v1.0,1,PARTIAL,Reducción menor que baseline (delta=-2 vs baseline=-4),true,6,4,-2,-4,false,2026-06-12T06:44:24.082109400Z,0,,
REAL_ANT_MATCH_PATH,gpt-4o,gpt-4o,v1.0,2,PARTIAL,Reducción menor que baseline (delta=-2 vs baseline=-4),true,6,4,-2,-4,false,2026-06-12T06:44:24.082109400Z,0,,
REAL_ANT_MATCH_PATH,gpt-4o,gpt-4o,v1.0,3,PARTIAL,Reducción menor que baseline (delta=-2 vs baseline=-4),true,6,4,-2,-4,false,2026-06-12T06:44:24.083189200Z,0,,
ANT_PATH_CONVERT_SET_DEST,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.083189200Z,0,,
ANT_PATH_CONVERT_SET_DEST,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.084188800Z,0,,
ANT_PATH_CONVERT_SET_DEST,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.084188800Z,0,,
REAL_ANT_SCAN_ENABLED,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.085188200Z,0,,
REAL_ANT_SCAN_ENABLED,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.085188200Z,0,,
REAL_ANT_SCAN_ENABLED,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.086189100Z,0,,
ANT_STRIP_JAVA_COMMENTS_READ,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,57,57,0,-9,false,2026-06-12T06:44:24.086189100Z,0,Rechazo incorrecto: caso elegible según baseline,
ANT_STRIP_JAVA_COMMENTS_READ,gpt-4o,gpt-4o,v1.0,2,INCORRECT,No redujo CC cuando el baseline sí lo hace,true,57,57,0,-9,false,2026-06-12T06:44:24.086189100Z,0,,
ANT_STRIP_JAVA_COMMENTS_READ,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,57,57,0,-9,false,2026-06-12T06:44:24.088695400Z,0,Rechazo incorrecto: caso elegible según baseline,
ANT_TAR_BUFFER_READ_BLOCK,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,13,13,0,-2,false,2026-06-12T06:44:24.088695400Z,0,Rechazo incorrecto: caso elegible según baseline,
ANT_TAR_BUFFER_READ_BLOCK,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,13,13,0,-2,false,2026-06-12T06:44:24.088695400Z,0,Rechazo incorrecto: caso elegible según baseline,
ANT_TAR_BUFFER_READ_BLOCK,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,13,11,-2,-2,true,2026-06-12T06:44:24.088695400Z,0,,
ANT_U_R_L_RESOURCE_GET_U_R_L,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,10,7,-3,-3,true,2026-06-12T06:44:24.088695400Z,0,,
ANT_U_R_L_RESOURCE_GET_U_R_L,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,10,7,-3,-3,true,2026-06-12T06:44:24.088695400Z,0,,
ANT_U_R_L_RESOURCE_GET_U_R_L,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,10,7,-3,-3,true,2026-06-12T06:44:24.088695400Z,0,,
BYTECODE_VIEWER_BYTECODE_VIEWER_BOOT,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,13,13,0,-2,false,2026-06-12T06:44:24.088695400Z,0,Rechazo incorrecto: caso elegible según baseline,
BYTECODE_VIEWER_BYTECODE_VIEWER_BOOT,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,13,11,-2,-2,true,2026-06-12T06:44:24.088695400Z,0,,
BYTECODE_VIEWER_BYTECODE_VIEWER_BOOT,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,13,11,-2,-2,true,2026-06-12T06:44:24.088695400Z,0,,
BYTECODE_VIEWER_MALWARE_CODE_SCANNER_SCAN_METHODS,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,10,7,-3,-3,true,2026-06-12T06:44:24.088695400Z,0,,
BYTECODE_VIEWER_MALWARE_CODE_SCANNER_SCAN_METHODS,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,10,7,-3,-3,true,2026-06-12T06:44:24.088695400Z,0,,
BYTECODE_VIEWER_MALWARE_CODE_SCANNER_SCAN_METHODS,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,10,7,-3,-3,true,2026-06-12T06:44:24.088695400Z,0,,
BYTECODE_VIEWER_REPLACE_STRINGS_SCAN_CLASS_NODE,gpt-4o,gpt-4o,v1.0,1,SUCCESS,Reducción mayor que baseline (delta=-24 vs baseline=-6),true,63,39,-24,-6,false,2026-06-12T06:44:24.088695400Z,0,,
BYTECODE_VIEWER_REPLACE_STRINGS_SCAN_CLASS_NODE,gpt-4o,gpt-4o,v1.0,2,SUCCESS,Reducción mayor que baseline (delta=-24 vs baseline=-6),true,63,39,-24,-6,false,2026-06-12T06:44:24.102817100Z,0,,
BYTECODE_VIEWER_REPLACE_STRINGS_SCAN_CLASS_NODE,gpt-4o,gpt-4o,v1.0,3,SUCCESS,Reducción mayor que baseline (delta=-24 vs baseline=-6),true,63,39,-24,-6,false,2026-06-12T06:44:24.104556400Z,0,,
BYTECODE_VIEWER_SHOW_ALL_STRINGS_EXECUTE,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,42,37,-5,-5,true,2026-06-12T06:44:24.104556400Z,0,,
BYTECODE_VIEWER_SHOW_ALL_STRINGS_EXECUTE,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,42,37,-5,-5,true,2026-06-12T06:44:24.104556400Z,0,,
BYTECODE_VIEWER_SHOW_ALL_STRINGS_EXECUTE,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,42,37,-5,-5,true,2026-06-12T06:44:24.104556400Z,0,,
REAL_COMMONS_COLLECTIONS_GET,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.104556400Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_COLLECTIONS_GET,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.104556400Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_COLLECTIONS_GET,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.104556400Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_COLLECTIONS_INNER_ELSE,gpt-4o,gpt-4o,v1.0,1,SUCCESS,Rechazo correcto: caso inelegible según baseline,false,4,4,0,0,true,2026-06-12T06:44:24.104556400Z,0,,
REAL_COMMONS_COLLECTIONS_INNER_ELSE,gpt-4o,gpt-4o,v1.0,2,SUCCESS,Rechazo correcto: caso inelegible según baseline,false,4,4,0,0,true,2026-06-12T06:44:24.104556400Z,0,,
REAL_COMMONS_COLLECTIONS_INNER_ELSE,gpt-4o,gpt-4o,v1.0,3,SUCCESS,Rechazo correcto: caso inelegible según baseline,false,4,4,0,0,true,2026-06-12T06:44:24.104556400Z,0,,
REAL_COMMONS_COLLECTIONS_ISEMPTY,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.104556400Z,0,,
REAL_COMMONS_COLLECTIONS_ISEMPTY,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.104556400Z,0,,
REAL_COMMONS_COLLECTIONS_ISEMPTY,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.104556400Z,0,,
COMMONS_COLLECTIONS_PERMUTATION_ITERATOR_NEXT,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,15,15,0,-3,false,2026-06-12T06:44:24.104556400Z,0,Rechazo incorrecto: caso elegible según baseline,
COMMONS_COLLECTIONS_PERMUTATION_ITERATOR_NEXT,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,15,15,0,-3,false,2026-06-12T06:44:24.104556400Z,0,Rechazo incorrecto: caso elegible según baseline,
COMMONS_COLLECTIONS_PERMUTATION_ITERATOR_NEXT,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,15,15,0,-3,false,2026-06-12T06:44:24.104556400Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_IO_ARRAY_SUBRANGE,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.104556400Z,0,,
REAL_COMMONS_IO_ARRAY_SUBRANGE,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.104556400Z,0,,
REAL_COMMONS_IO_ARRAY_SUBRANGE,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.104556400Z,0,,
REAL_COMMONS_LANG_ASSIGNMENT_COND,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_ASSIGNMENT_COND,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_ASSIGNMENT_COND,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_CHOMP,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,6,6,0,-2,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_CHOMP,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,6,6,0,-2,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_CHOMP,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,6,6,0,-2,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_CONTAINS_NONE,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,15,11,-4,-4,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_CONTAINS_NONE,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,15,11,-4,-4,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_CONTAINS_NONE,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,15,11,-4,-4,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_DECREMENT_COND,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_DECREMENT_COND,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_DECREMENT_COND,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_INNER_METHOD_CALL,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_INNER_METHOD_CALL,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_INNER_METHOD_CALL,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,3,3,0,-1,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_IS_NUMERIC,gpt-4o,gpt-4o,v1.0,1,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,10,10,0,-3,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_IS_NUMERIC,gpt-4o,gpt-4o,v1.0,2,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,10,10,0,-3,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_IS_NUMERIC,gpt-4o,gpt-4o,v1.0,3,REFUSED,Rechazo incorrecto: caso elegible según baseline,false,10,10,0,-3,false,2026-06-12T06:44:24.120203700Z,0,Rechazo incorrecto: caso elegible según baseline,
REAL_COMMONS_LANG_MID,gpt-4o,gpt-4o,v1.0,1,PARTIAL,Reducción menor que baseline (delta=-3 vs baseline=-6),true,10,7,-3,-6,false,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_MID,gpt-4o,gpt-4o,v1.0,2,PARTIAL,Reducción menor que baseline (delta=-3 vs baseline=-6),true,10,7,-3,-6,false,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_MID,gpt-4o,gpt-4o,v1.0,3,PARTIAL,Reducción menor que baseline (delta=-3 vs baseline=-6),true,10,7,-3,-6,false,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_TRIPLE_GUARD,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,6,2,-4,-4,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_TRIPLE_GUARD,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,6,2,-4,-4,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_TRIPLE_GUARD,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,6,2,-4,-4,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_VALID_INDEX,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_VALID_INDEX,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_LANG_VALID_INDEX,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_MATH_CONVERGED,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_MATH_CONVERGED,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_MATH_CONVERGED,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_MATH_IN_INTERVAL,gpt-4o,gpt-4o,v1.0,1,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_MATH_IN_INTERVAL,gpt-4o,gpt-4o,v1.0,2,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_MATH_IN_INTERVAL,gpt-4o,gpt-4o,v1.0,3,SUCCESS,"Refactorización correcta, coincide con baseline",true,3,2,-1,-1,true,2026-06-12T06:44:24.120203700Z,0,,
REAL_COMMONS_MATH_NO_NESTING,gpt-4o,gpt-4o,v1.0,1,SUCCESS,Rechazo correcto: caso inelegible según baseline,false,2,2,0,0,true,2026-06-12T06:44:24.120203700Z,0,,
