caseId,origin,description,eligible,discardReason,discardCategories,opportunitiesDetected,opportunitiesApplied,totalPasses,complexityBefore,complexityAfter,delta,methodSignature,observations
BYTECODE_VIEWER_MALWARE_CODE_SCANNER_SCAN_METHODS,bytecode-viewer-2.11.2,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,10,7,-3,"void scanMethods(MalwareScan, ClassNode, MethodNode[])",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
BYTECODE_VIEWER_REPLACE_STRINGS_SCAN_CLASS_NODE,bytecode-viewer-2.11.2,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,63,57,-6,void scanClassNode(ClassNode),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
BYTECODE_VIEWER_SHOW_ALL_STRINGS_EXECUTE,bytecode-viewer-2.11.2,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF,1,1,1,42,37,-5,void execute(List<ClassNode>),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
CYBERCAPTOR_VERTEX_GET_RELATED_MACHINE,cybercaptor,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,52,38,-14,InformationSystemHost getRelatedMachine(InformationSystem),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_DEFAULT_J_S_O_N_PARSER_PARSE_ARRAY,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,false,No se detectaron oportunidades de refactorización,,0,0,0,0,0,0,List<T> parseArray(Class<T>),Sin oportunidades detectadas
FASTJSON_FIELD_SERIALIZER_GET_PROPERTY_VALUE,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,5,3,-2,Object getPropertyValue(Object),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_JAVA_BEAN_DESERIALIZER_DESERIALZE,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,false,No se detectaron oportunidades de refactorización,,0,0,0,0,0,0,"T deserialze(DefaultJSONParser, Type, Object)",Sin oportunidades detectadas
FASTJSON_JAVA_BEAN_INFO_BUILD,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,false,No se detectaron oportunidades de refactorización,,0,0,0,0,0,0,"JavaBeanInfo build(Class<?>, Type, PropertyNamingStrategy)",Sin oportunidades detectadas
FASTJSON_JAVA_BEAN_SERIALIZER_WRITE,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,false,No se detectaron oportunidades de refactorización,,0,0,0,0,0,0,"void write(JSONSerializer, Object, Object, Type, int)",Sin oportunidades detectadas
FASTJSON_J_S_O_N_LEXER_BASE_SCAN_FIELD_INT,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF;OUTER_HAS_ELSE,1,1,1,32,30,-2,int scanFieldInt(char[]),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_J_S_O_N_LEXER_BASE_SCAN_SYMBOL_UN_QUOTED,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,13,11,-2,String scanSymbolUnQuoted(SymbolTable),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_J_S_O_N_OBJECT_CONTAINS_KEY,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,4,3,-1,boolean containsKey(Object),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_J_S_O_N_OBJECT_GET,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,4,3,-1,Object get(Object),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_J_S_O_N_PATH_EQ_NOT_NULL,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF,1,1,1,17,16,-1,"boolean eqNotNull(Number, Number)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_J_S_O_N_PATH_PATCH_ADD,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE,1,1,1,19,16,-3,"void patchAdd(Object, Object, boolean)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_J_S_O_N_PATH_REMOVE,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;METHOD_CALL_IN_CONDITION,1,1,1,63,58,-5,boolean remove(Object),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_J_S_O_N_SERIALIZER_GET_DATE_FORMAT,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,DateFormat getDateFormat(),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_J_S_O_N_SERIALIZER_WRITE_REFERENCE,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;SINGLE_STATEMENT_NOT_IF;OUTER_HAS_ELSE,1,1,1,9,8,-1,void writeReference(Object),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
FASTJSON_PARSER_CONFIG_CHECK_AUTO_TYPE,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,false,Descartado por: SINGLE_STATEMENT_NOT_IF,SINGLE_STATEMENT_NOT_IF,0,0,0,1,1,0,Class<?> checkAutoType(Class),Sin oportunidades detectadas
FASTJSON_PROPERTY_SEGMENT_EXTRACT,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,false,"Descartado por: SINGLE_STATEMENT_NOT_IF, OUTER_BLOCK_MULTIPLE_STATEMENTS, OUTER_HAS_ELSE",SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE,0,0,0,23,23,0,Object extract(DefaultJSONParser),Sin oportunidades detectadas
FASTJSON_SERIALIZE_CONFIG_ADD_FILTER,fastjson,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,6,4,-2,"void addFilter(Class<?>, SerializeFilter)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
IOTBROKER_AMQP_CLIENT_PROCESS_S_A_S_L_OUTCOME,iotbroker,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,3,2,-1,"void processSASLOutcome(byte[], OutcomeCode)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
JMETAL_L_Z09_OBJECTIVE,jmetal-5.11,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE,1,1,1,42,39,-3,"void objective(List<Double>, List<Double>)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_ABSTRACT_DATASET_ACTIONS_CHECKER_CAN_DELETE,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,16,14,-2,void canDelete(),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_BUSINESS_MODEL_OPEN_PARAMETERS_GET_BUSINESS_MODEL_EXECUTION_FILTERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE,1,1,1,180,171,-9,Response getBusinessModelExecutionFilters(HttpServletRequest),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_BUSINESS_MODEL_RESOURCE_GET_DRIVERS_FROM_QBE_DATA_SET,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,205,196,-9,"Response getDriversFromQbeDataSet(String, Map<String, Object>, String)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DATA_SET_RESOURCE_GET_DRIVERS_FROM_QBE_DATA_SET,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,205,196,-9,"Response getDriversFromQbeDataSet(String, Map<String, Object>, String)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DATA_SET_RESOURCE_TRANSFORM_RUNTIME_DRIVERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,190,181,-9,"ArrayList<HashMap<String, Object>> transformRuntimeDrivers(List<BusinessModelDriverRuntime>, IParameterUseDAO, String, MetaModel, BusinessModelOpenParameters)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DATA_STORE_CONFIGURATION_CONVERTER_GET_DATASET,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,3,2,-1,IDataSet getDataset(),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DOCUMENT_EXECUTION_PARAMETERS_TRANSFORM_RUNTIME_DRIVERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,189,180,-9,"ArrayList<HashMap<String, Object>> transformRuntimeDrivers(List<BusinessModelDriverRuntime>, IParameterUseDAO, String, MetaModel, BusinessModelOpenParameters)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DOCUMENT_EXECUTION_RESOURCE_GET_DOCUMENT_EXECUTION_FILTERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_HAS_ELSE;OUTER_BLOCK_MULTIPLE_STATEMENTS;METHOD_CALL_IN_CONDITION,1,1,1,257,247,-10,Response getDocumentExecutionFilters(HttpServletRequest),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_DOCUMENT_EXECUTION_RESOURCE_TRANSFORM_RUNTIME_DRIVERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,187,178,-9,"ArrayList<HashMap<String, Object>> transformRuntimeDrivers(List<BusinessModelDriverRuntime>, IParameterUseDAO, String, MetaModel, BusinessModelOpenParameters)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_GEO_SPATIAL_DIMENSION_DATASET_VALIDATOR_CHECK_VALUE,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS;METHOD_CALL_IN_CONDITION,1,1,1,20,17,-3,"boolean checkValue(Set, Object)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_META_UTILS_TRANSFORM_RUNTIME_DRIVERS,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,OUTER_BLOCK_MULTIPLE_STATEMENTS;OUTER_HAS_ELSE;SINGLE_STATEMENT_NOT_IF,1,1,1,189,180,-9,"ArrayList<HashMap<String, Object>> transformRuntimeDrivers(List<BusinessModelDriverRuntime>, IParameterUseDAO, String, MetaModel, BusinessModelOpenParameters)",Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
KNOWAGE_SPAGO_U_R_L_VALIDATOR_IS_VALID_PATH,knowage,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF,1,1,1,5,4,-1,boolean isValidPath(String),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
MOEA_COMMAND_LINE_UTILITY_GET_CONSOLE_WIDTH,moea,[PENDIENTE DE REVISIÓN] Detectado automáticamente por CorpusScanRunner. Verificar semántica antes de incluir en corpus oficial.,true,,SINGLE_STATEMENT_NOT_IF;OUTER_BLOCK_MULTIPLE_STATEMENTS,1,1,1,15,11,-4,int getConsoleWidth(),Pases hasta punto fijo: 1. Transformaciones aplicadas: 1
